hasAlumnus|degreeFrom|type,hasAlumnus.s=degreeFrom.o|degreeFrom.o=type.s,|degreeFrom.s=http://www.Department5.University58.edu/GraduateStudent64|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Organization,435
advisor|name|telephone,advisor.o=name.s|advisor.s=telephone.s,|name.o=AssociateProfessor6|telephone.o=xxx-xxx-xxxx,11563
name|memberOf|type,name.s=memberOf.o|memberOf.o=type.s,name.o=Department2||,112068
member|takesCourse|type,member.o=takesCourse.s|takesCourse.o=type.s,member.s=http://www.Department8.University35.edu||,2765
emailAddress|publicationAuthor|takesCourse,emailAddress.s=publicationAuthor.o|emailAddress.s=takesCourse.s,emailAddress.o=GraduateStudent54@Department4.University88.edu||takesCourse.o=http://www.Department4.University88.edu/GraduateCourse49,4
takesCourse|name|type,takesCourse.o=name.s|takesCourse.s=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent,2389201
takesCourse|type|teacherOf,takesCourse.o=type.s|takesCourse.o=teacherOf.o,takesCourse.s=http://www.Department13.University40.edu/UndergraduateStudent57||teacherOf.s=http://www.Department13.University40.edu/AssistantProfessor5,2
hasAlumnus|name|publicationAuthor,hasAlumnus.o=name.s|hasAlumnus.o=publicationAuthor.o,hasAlumnus.s=http://www.University268.edu||,3091
takesCourse|type|advisor,takesCourse.o=type.s|takesCourse.s=advisor.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course|advisor.o=http://www.Department0.University1.edu/AssistantProfessor4,21
publicationAuthor|takesCourse|type,publicationAuthor.o=takesCourse.s|takesCourse.o=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Work,1268874
degreeFrom|name|type,degreeFrom.o=name.s|degreeFrom.s=type.s,|name.o=University18|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person,251
takesCourse|emailAddress|type,takesCourse.s=emailAddress.s|takesCourse.s=type.s,takesCourse.o=http://www.Department4.University96.edu/Course49|emailAddress.o=UndergraduateStudent60@Department4.University96.edu|,2
advisor|hasAlumnus|name,advisor.s=hasAlumnus.o|hasAlumnus.o=name.s,|hasAlumnus.s=http://www.University453.edu|name.o=GraduateStudent18,3
takesCourse|type|name,takesCourse.o=type.s|takesCourse.s=name.s,||name.o=GraduateStudent26,12075
publicationAuthor|emailAddress|takesCourse,publicationAuthor.o=emailAddress.s|emailAddress.s=takesCourse.s,publicationAuthor.s=http://www.Department11.University33.edu/AssistantProfessor6/Publication6||takesCourse.o=http://www.Department11.University33.edu/GraduateCourse20,1
doctoralDegreeFrom|member|type,doctoralDegreeFrom.s=member.o|doctoralDegreeFrom.s=type.s,doctoralDegreeFrom.o=http://www.University148.edu||,277
takesCourse|publicationAuthor|type,takesCourse.s=publicationAuthor.o|takesCourse.o=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course,1268874
type|name|publicationAuthor,type.s=name.s|name.s=publicationAuthor.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Employee|name.o=FullProfessor4|,35156
name|takesCourse|type,name.s=takesCourse.o|takesCourse.o=type.s,name.o=GraduateCourse16|takesCourse.s=http://www.Department0.University44.edu/GraduateStudent45|,3
type|takesCourse|name,type.s=takesCourse.s|takesCourse.o=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student||name.o=Course42,44053
takesCourse|hasAlumnus|publicationAuthor,takesCourse.s=hasAlumnus.o|hasAlumnus.o=publicationAuthor.o,takesCourse.o=http://www.Department20.University33.edu/GraduateCourse29|hasAlumnus.s=http://www.University672.edu|,2
type|publicationAuthor|hasAlumnus,type.s=publicationAuthor.s|publicationAuthor.o=hasAlumnus.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication||,3057067
takesCourse|type|name,takesCourse.o=type.s|takesCourse.s=name.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course|name.o=UndergraduateStudent348,4258
type|takesCourse|name,type.s=takesCourse.s|takesCourse.s=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student||name.o=UndergraduateStudent67,6030
undergraduateDegreeFrom|type|name,undergraduateDegreeFrom.o=type.s|undergraduateDegreeFrom.o=name.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Organization|,32488
takesCourse|name|memberOf,takesCourse.s=name.s|takesCourse.s=memberOf.s,|name.o=UndergraduateStudent285|,5846
takesCourse|name|type,takesCourse.o=name.s|takesCourse.s=type.s,|name.o=Course41|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student,43962
type|publicationAuthor|hasAlumnus,type.s=publicationAuthor.s|publicationAuthor.o=hasAlumnus.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication||hasAlumnus.s=http://www.University955.edu,2800
type|takesCourse|name,type.s=takesCourse.s|takesCourse.s=name.s,|takesCourse.o=http://www.Department9.University39.edu/Course49|name.o=UndergraduateStudent186,2
member|takesCourse|teacherOf,member.o=takesCourse.s|takesCourse.o=teacherOf.o,member.s=http://www.Department6.University76.edu||teacherOf.s=http://www.Department6.University76.edu/FullProfessor2,54
takesCourse|type|teacherOf,takesCourse.s=type.s|takesCourse.o=teacherOf.o,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent|,2389201
type|takesCourse|member,type.s=takesCourse.s|takesCourse.s=member.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent|takesCourse.o=http://www.Department9.University30.edu/Course47|,21
telephone|takesCourse|name,telephone.s=takesCourse.s|telephone.s=name.s,||name.o=UndergraduateStudent33,6000
type|publicationAuthor|takesCourse,type.s=publicationAuthor.s|publicationAuthor.o=takesCourse.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication||takesCourse.o=http://www.Department20.University56.edu/GraduateCourse26,17
type|memberOf|member,type.s=memberOf.s|type.s=member.o,|memberOf.o=http://www.Department9.University78.edu|member.s=http://www.Department9.University78.edu,1424
takesCourse|emailAddress|member,takesCourse.s=emailAddress.s|emailAddress.s=member.o,takesCourse.o=http://www.Department11.University55.edu/Course14|emailAddress.o=UndergraduateStudent0@Department11.University55.edu|,1
type|subOrganizationOf|memberOf,type.s=subOrganizationOf.s|subOrganizationOf.o=memberOf.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Organization||,16768300
takesCourse|type|publicationAuthor,takesCourse.s=type.s|type.s=publicationAuthor.o,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person|publicationAuthor.s=http://www.Department20.University31.edu/AssistantProfessor2/Publication0,2
takesCourse|type|member,takesCourse.s=type.s|takesCourse.s=member.o,takesCourse.o=http://www.Department17.University80.edu/Course4|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent|,18
publicationAuthor|takesCourse|type,publicationAuthor.o=takesCourse.s|publicationAuthor.o=type.s,publicationAuthor.s=http://www.Department11.University19.edu/FullProfessor0/Publication6||,10
type|publicationAuthor|takesCourse,type.s=publicationAuthor.o|publicationAuthor.o=takesCourse.s,|publicationAuthor.s=http://www.Department2.University54.edu/FullProfessor7/Publication11|takesCourse.o=http://www.Department2.University54.edu/GraduateCourse48,4
emailAddress|type|takesCourse,emailAddress.s=type.s|type.s=takesCourse.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student|,2389201
type|takesCourse|emailAddress,type.s=takesCourse.s|takesCourse.s=emailAddress.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#GraduateStudent|takesCourse.o=http://www.Department3.University73.edu/GraduateCourse12|,6
degreeFrom|emailAddress|type,degreeFrom.s=emailAddress.s|degreeFrom.s=type.s,degreeFrom.o=http://www.University137.edu|emailAddress.o=AssociateProfessor4@Department13.University24.edu|,4
degreeFrom|publicationAuthor|name,degreeFrom.s=publicationAuthor.o|degreeFrom.s=name.s,degreeFrom.o=http://www.University611.edu||name.o=AssociateProfessor4,134
type|member|telephone,type.s=member.o|type.s=telephone.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student||telephone.o=xxx-xxx-xxxx,795970
takesCourse|type|publicationAuthor,takesCourse.s=type.s|type.s=publicationAuthor.o,takesCourse.o=http://www.Department4.University54.edu/GraduateCourse38|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person|,14
type|publicationAuthor|undergraduateDegreeFrom,type.s=publicationAuthor.o|type.s=undergraduateDegreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#GraduateStudent||undergraduateDegreeFrom.o=http://www.University25.edu,575
type|takesCourse|name,type.s=takesCourse.o|takesCourse.o=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course||name.o=Course20,44060
type|name|hasAlumnus,type.s=name.s|name.s=hasAlumnus.o,||hasAlumnus.s=http://www.University954.edu,1823
memberOf|advisor|name,memberOf.s=advisor.o|advisor.o=name.s,memberOf.o=http://www.Department7.University16.edu|advisor.s=http://www.Department7.University16.edu/GraduateStudent93|,1
type|advisor|degreeFrom,type.s=advisor.s|type.s=degreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person||,252562
memberOf|name|teacherOf,memberOf.o=name.s|memberOf.s=teacherOf.s,|name.o=Department13|teacherOf.o=http://www.Department13.University51.edu/Course24,1
takesCourse|advisor|type,takesCourse.s=advisor.s|advisor.o=type.s,takesCourse.o=http://www.Department5.University11.edu/Course26||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Faculty,4
name|type|teacherOf,name.s=type.s|name.s=teacherOf.o,||teacherOf.s=http://www.Department15.University86.edu/AssociateProfessor9,7
type|name|undergraduateDegreeFrom,type.s=name.s|name.s=undergraduateDegreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant||,72927
takesCourse|memberOf|type,takesCourse.s=memberOf.s|memberOf.s=type.s,takesCourse.o=http://www.Department7.University59.edu/Course3||,30
type|publicationAuthor|takesCourse,type.s=publicationAuthor.o|publicationAuthor.o=takesCourse.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person||,1268874
worksFor|hasAlumnus|type,worksFor.s=hasAlumnus.o|hasAlumnus.s=type.s,||,433328
worksFor|hasAlumnus|type,worksFor.s=hasAlumnus.o|hasAlumnus.s=type.s,worksFor.o=http://www.Department13.University64.edu||,234
member|takesCourse|hasAlumnus,member.o=takesCourse.s|takesCourse.s=hasAlumnus.o,||hasAlumnus.s=http://www.University97.edu,466
type|name|member,type.s=name.s|name.s=member.s,|name.o=Department4|member.o=http://www.Department4.University55.edu/UndergraduateStudent371,2
undergraduateDegreeFrom|telephone|type,undergraduateDegreeFrom.s=telephone.s|undergraduateDegreeFrom.o=type.s,|telephone.o=xxx-xxx-xxxx|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#University,324864
publicationAuthor|hasAlumnus|takesCourse,publicationAuthor.o=hasAlumnus.o|publicationAuthor.o=takesCourse.s,|hasAlumnus.s=http://www.University899.edu|,1333
advisor|type|emailAddress,advisor.s=type.s|advisor.o=emailAddress.s,||emailAddress.o=AssistantProfessor4@Department3.University83.edu,13
type|memberOf|name,type.s=memberOf.s|memberOf.o=name.s,||name.o=Department17,105629
publicationAuthor|advisor|type,publicationAuthor.o=advisor.o|advisor.s=type.s,publicationAuthor.s=http://www.Department13.University9.edu/FullProfessor4/Publication10||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person,6
name|type|takesCourse,name.s=type.s|name.s=takesCourse.o,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course|takesCourse.s=http://www.Department14.University70.edu/UndergraduateStudent0,4
publicationAuthor|takesCourse|memberOf,publicationAuthor.o=takesCourse.s|takesCourse.s=memberOf.s,|takesCourse.o=http://www.Department14.University35.edu/GraduateCourse30|memberOf.o=http://www.Department14.University35.edu,7
memberOf|emailAddress|type,memberOf.s=emailAddress.s|memberOf.s=type.s,|emailAddress.o=UndergraduateStudent309@Department18.University61.edu|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent,1
publicationAuthor|name|teacherOf,publicationAuthor.o=name.s|publicationAuthor.o=teacherOf.s,publicationAuthor.s=http://www.Department2.University57.edu/AssociateProfessor6/Publication1||,3
type|takesCourse|member,type.s=takesCourse.o|takesCourse.s=member.o,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course||,2894749
type|name|degreeFrom,type.s=name.s|type.s=degreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Faculty||,216664
memberOf|publicationAuthor|type,memberOf.s=publicationAuthor.o|publicationAuthor.s=type.s,memberOf.o=http://www.Department10.University74.edu||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication,713
publicationAuthor|type|name,publicationAuthor.s=type.s|publicationAuthor.o=name.s,||name.o=AssociateProfessor3,28046
type|takesCourse|name,type.s=takesCourse.s|takesCourse.o=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student||,2389201
member|memberOf|takesCourse,member.s=memberOf.o|memberOf.s=takesCourse.s,member.o=http://www.Department19.University23.edu/GraduateStudent103||takesCourse.o=http://www.Department19.University23.edu/Course35,31
name|takesCourse|type,name.s=takesCourse.o|takesCourse.s=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student,2389201
name|memberOf|type,name.s=memberOf.o|memberOf.s=type.s,name.o=Department20||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant,1727
takesCourse|publicationAuthor|memberOf,takesCourse.s=publicationAuthor.o|takesCourse.s=memberOf.s,takesCourse.o=http://www.Department12.University2.edu/GraduateCourse12||,10
takesCourse|type|emailAddress,takesCourse.s=type.s|takesCourse.s=emailAddress.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student|emailAddress.o=UndergraduateStudent102@Department12.University71.edu,2
name|publicationAuthor|type,name.s=publicationAuthor.s|publicationAuthor.s=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication,1442184
name|type|takesCourse,name.s=type.s|name.s=takesCourse.s,name.o=UndergraduateStudent133||,12006
doctoralDegreeFrom|degreeFrom|type,doctoralDegreeFrom.o=degreeFrom.o|doctoralDegreeFrom.s=type.s,||,130347551
doctoralDegreeFrom|degreeFrom|type,doctoralDegreeFrom.o=degreeFrom.o|doctoralDegreeFrom.s=type.s,|degreeFrom.s=http://www.Department7.University19.edu/Lecturer5|,938
telephone|type|publicationAuthor,telephone.s=type.s|telephone.s=publicationAuthor.o,telephone.o=xxx-xxx-xxxx||,5611783
takesCourse|member|type,takesCourse.s=member.o|member.o=type.s,takesCourse.o=http://www.Department8.University72.edu/Course34|member.s=http://www.Department8.University72.edu|,18
name|publicationAuthor|type,name.s=publicationAuthor.o|publicationAuthor.o=type.s,name.o=AssociateProfessor1||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Employee,27781
name|takesCourse|type,name.s=takesCourse.o|takesCourse.o=type.s,|takesCourse.s=http://www.Department10.University9.edu/GraduateStudent43|,3
type|takesCourse|name,type.s=takesCourse.s|type.s=name.s,|takesCourse.o=http://www.Department11.University54.edu/Course14|,46
name|researchInterest|memberOf,name.s=researchInterest.s|name.s=memberOf.s,name.o=AssociateProfessor7|researchInterest.o=Research24|,65
undergraduateDegreeFrom|memberOf|name,undergraduateDegreeFrom.s=memberOf.s|memberOf.o=name.s,||,324864
undergraduateDegreeFrom|memberOf|name,undergraduateDegreeFrom.s=memberOf.s|memberOf.o=name.s,undergraduateDegreeFrom.o=http://www.University478.edu||name.o=Department16,16
type|takesCourse|name,type.s=takesCourse.o|takesCourse.s=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course||,2894749
type|emailAddress|doctoralDegreeFrom,type.s=emailAddress.s|type.s=doctoralDegreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Employee||,72302
advisor|name|emailAddress,advisor.o=name.s|advisor.o=emailAddress.s,|name.o=FullProfessor6|,16462
telephone|degreeFrom|takesCourse,telephone.s=degreeFrom.s|telephone.s=takesCourse.s,|degreeFrom.o=http://www.University414.edu|takesCourse.o=http://www.Department21.University62.edu/GraduateCourse2,1
takesCourse|member|publicationAuthor,takesCourse.s=member.o|member.o=publicationAuthor.o,takesCourse.o=http://www.Department24.University85.edu/GraduateCourse23||,19
publicationAuthor|telephone|takesCourse,publicationAuthor.o=telephone.s|publicationAuthor.o=takesCourse.s,|telephone.o=xxx-xxx-xxxx|takesCourse.o=http://www.Department15.University29.edu/GraduateCourse32,12
name|member|type,name.s=member.s|member.s=type.s,name.o=Department3|member.o=http://www.Department3.University68.edu/GraduateStudent45|,2
type|takesCourse|memberOf,type.s=takesCourse.s|takesCourse.s=memberOf.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#GraduateStudent||,505548
name|memberOf|type,name.s=memberOf.o|name.s=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Organization,1120834
memberOf|type|member,memberOf.o=type.s|memberOf.o=member.s,memberOf.s=http://www.Department11.University10.edu/UndergraduateStudent50|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department|,541
takesCourse|name|member,takesCourse.s=name.s|takesCourse.s=member.o,takesCourse.o=http://www.Department22.University26.edu/Course41||member.s=http://www.Department22.University26.edu,13
type|emailAddress|advisor,type.s=emailAddress.s|emailAddress.s=advisor.s,||advisor.o=http://www.Department13.University39.edu/AssociateProfessor1,11
publicationAuthor|memberOf|undergraduateDegreeFrom,publicationAuthor.o=memberOf.s|memberOf.s=undergraduateDegreeFrom.s,publicationAuthor.s=http://www.Department9.University75.edu/AssistantProfessor8/Publication1||undergraduateDegreeFrom.o=http://www.University962.edu,1
memberOf|publicationAuthor|hasAlumnus,memberOf.s=publicationAuthor.o|publicationAuthor.o=hasAlumnus.o,||hasAlumnus.s=http://www.University7.edu,3044
emailAddress|publicationAuthor|undergraduateDegreeFrom,emailAddress.s=publicationAuthor.o|publicationAuthor.o=undergraduateDegreeFrom.s,emailAddress.o=AssistantProfessor8@Department17.University66.edu||undergraduateDegreeFrom.o=http://www.University569.edu,7
type|takesCourse|teachingAssistantOf,type.s=takesCourse.o|takesCourse.o=teachingAssistantOf.o,|takesCourse.s=http://www.Department21.University35.edu/UndergraduateStudent378|,8
teacherOf|type|takesCourse,teacherOf.o=type.s|teacherOf.o=takesCourse.o,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course|,2894749
type|takesCourse|degreeFrom,type.s=takesCourse.s|takesCourse.s=degreeFrom.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#ResearchAssistant|takesCourse.o=http://www.Department12.University46.edu/GraduateCourse19|,3
publicationAuthor|type|name,publicationAuthor.o=type.s|publicationAuthor.s=name.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Professor|name.o=Publication5,57124
emailAddress|takesCourse|type,emailAddress.s=takesCourse.s|takesCourse.o=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Work,2894749
name|telephone|memberOf,name.s=telephone.s|name.s=memberOf.s,name.o=UndergraduateStudent321|telephone.o=xxx-xxx-xxxx|,1666
telephone|type|name,telephone.s=type.s|telephone.s=name.s,telephone.o=xxx-xxx-xxxx|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student|,795970
memberOf|type|telephone,memberOf.s=type.s|type.s=telephone.s,memberOf.o=http://www.Department21.University56.edu||telephone.o=xxx-xxx-xxxx,1121
takesCourse|type|publicationAuthor,takesCourse.o=type.s|takesCourse.s=publicationAuthor.o,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Work|publicationAuthor.s=http://www.Department1.University23.edu/AssistantProfessor5/Publication9,6
takesCourse|name|advisor,takesCourse.s=name.s|name.s=advisor.s,takesCourse.o=http://www.Department9.University90.edu/GraduateCourse23||,3
takesCourse|name|undergraduateDegreeFrom,takesCourse.s=name.s|takesCourse.s=undergraduateDegreeFrom.s,takesCourse.o=http://www.Department5.University27.edu/GraduateCourse50||,3
publicationAuthor|memberOf|takesCourse,publicationAuthor.o=memberOf.s|publicationAuthor.o=takesCourse.s,||takesCourse.o=http://www.Department5.University56.edu/GraduateCourse43,15
memberOf|type|name,memberOf.o=type.s|type.s=name.s,memberOf.s=http://www.Department17.University8.edu/UndergraduateStudent145||,2
member|advisor|takesCourse,member.o=advisor.s|advisor.s=takesCourse.s,|advisor.o=http://www.Department6.University84.edu/AssociateProfessor12|,10
type|member|takesCourse,type.s=member.o|member.o=takesCourse.s,|member.s=http://www.Department12.University8.edu|,3152
telephone|takesCourse|type,telephone.s=takesCourse.s|takesCourse.o=type.s,telephone.o=xxx-xxx-xxxx||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Course,2894749
publicationAuthor|undergraduateDegreeFrom|type,publicationAuthor.o=undergraduateDegreeFrom.s|undergraduateDegreeFrom.s=type.s,||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Employee,808741
publicationAuthor|undergraduateDegreeFrom|type,publicationAuthor.o=undergraduateDegreeFrom.s|undergraduateDegreeFrom.o=type.s,publicationAuthor.s=http://www.Department0.University45.edu/FullProfessor9/Publication13||type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Organization,1
publicationAuthor|hasAlumnus|telephone,publicationAuthor.o=hasAlumnus.o|publicationAuthor.o=telephone.s,|hasAlumnus.s=http://www.University162.edu|telephone.o=xxx-xxx-xxxx,3072
telephone|emailAddress|type,telephone.s=emailAddress.s|emailAddress.s=type.s,|emailAddress.o=UndergraduateStudent181@Department20.University61.edu|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Student,1
name|type|advisor,name.s=type.s|type.s=advisor.o,||advisor.s=http://www.Department12.University81.edu/UndergraduateStudent289,4
type|publicationAuthor|name,type.s=publicationAuthor.o|type.s=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person||,633443
member|takesCourse|name,member.o=takesCourse.s|takesCourse.s=name.s,||name.o=UndergraduateStudent264,5957
takesCourse|type|telephone,takesCourse.o=type.s|takesCourse.s=telephone.s,||telephone.o=xxx-xxx-xxxx,6295046
type|name|publicationAuthor,type.s=name.s|type.s=publicationAuthor.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication||publicationAuthor.o=http://www.Department17.University90.edu/AssociateProfessor9,16
type|name|memberOf,type.s=name.s|type.s=memberOf.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent|name.o=UndergraduateStudent62|,2007
publicationAuthor|type|memberOf,publicationAuthor.s=type.s|publicationAuthor.o=memberOf.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Publication|,1442184
undergraduateDegreeFrom|degreeFrom|name,undergraduateDegreeFrom.o=degreeFrom.o|undergraduateDegreeFrom.o=name.s,|degreeFrom.s=http://www.Department4.University0.edu/GraduateStudent48|name.o=University56,336
memberOf|takesCourse|member,memberOf.s=takesCourse.s|memberOf.s=member.o,||member.s=http://www.Department16.University75.edu,1748
memberOf|type|name,memberOf.s=type.s|memberOf.o=name.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person|name.o=Department0,12609
emailAddress|takesCourse|name,emailAddress.s=takesCourse.s|takesCourse.o=name.s,emailAddress.o=GraduateStudent39@Department7.University77.edu||name.o=GraduateCourse48,1
takesCourse|type|name,takesCourse.s=type.s|type.s=name.s,|type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#GraduateStudent|name.o=GraduateStudent62,3980
undergraduateDegreeFrom|advisor|publicationAuthor,undergraduateDegreeFrom.s=advisor.s|advisor.s=publicationAuthor.o,|advisor.o=http://www.Department6.University41.edu/FullProfessor6|publicationAuthor.s=http://www.Department6.University41.edu/FullProfessor5/Publication0,1
type|takesCourse|name,type.s=takesCourse.s|type.s=name.s,type.o=http://swat.cse.lehigh.edu/onto/univ-bench.owl#Person||name.o=GraduateStudent48,4042
